id,eventID,datasetName,samplingProtocol,eventDate,decimalLatitude,decimalLongitude,georeferenceRemarks
21,edi.100.1.ev_1,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2003-06-01,NA,NA,block=Ridge.block=Ridge/plot=4.block=Ridge/plot=4/moose.cage=.block=Ridge/plot=4/moose.cage=/trap.type=pitfall.block=Ridge/plot=4/moose.cage=/trap.type=pitfall/trap.num=22
22,edi.100.1.ev_1,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2003-06-01,NA,NA,block=Ridge.block=Ridge/plot=4.block=Ridge/plot=4/moose.cage=.block=Ridge/plot=4/moose.cage=/trap.type=pitfall.block=Ridge/plot=4/moose.cage=/trap.type=pitfall/trap.num=23
23,edi.100.1.ev_1,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2003-06-01,NA,NA,block=Ridge.block=Ridge/plot=4.block=Ridge/plot=4/moose.cage=.block=Ridge/plot=4/moose.cage=/trap.type=pitfall.block=Ridge/plot=4/moose.cage=/trap.type=pitfall/trap.num=24
24,edi.100.1.ev_1,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2003-06-01,NA,NA,block=Ridge.block=Ridge/plot=4.block=Ridge/plot=4/moose.cage=.block=Ridge/plot=4/moose.cage=/trap.type=pitfall.block=Ridge/plot=4/moose.cage=/trap.type=pitfall/trap.num=5
25,edi.100.1.ev_1,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2003-06-01,NA,NA,block=Ridge.block=Ridge/plot=4.block=Ridge/plot=4/moose.cage=.block=Ridge/plot=4/moose.cage=/trap.type=pitfall.block=Ridge/plot=4/moose.cage=/trap.type=pitfall/trap.num=7
26,edi.100.1.ev_2,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2003-06-01,NA,NA,block=Ridge.block=Ridge/plot=5.block=Ridge/plot=5/moose.cage=.block=Ridge/plot=5/moose.cage=/trap.type=bait.block=Ridge/plot=5/moose.cage=/trap.type=bait/trap.num=1 hour
27,edi.100.1.ev_2,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2003-06-01,NA,NA,block=Ridge.block=Ridge/plot=5.block=Ridge/plot=5/moose.cage=.block=Ridge/plot=5/moose.cage=/trap.type=bait.block=Ridge/plot=5/moose.cage=/trap.type=bait/trap.num=1 hour
28,edi.100.1.ev_2,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2003-06-01,NA,NA,block=Ridge.block=Ridge/plot=5.block=Ridge/plot=5/moose.cage=.block=Ridge/plot=5/moose.cage=/trap.type=bait.block=Ridge/plot=5/moose.cage=/trap.type=bait/trap.num=1 hour
29,edi.100.1.ev_2,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2003-06-01,NA,NA,block=Ridge.block=Ridge/plot=5.block=Ridge/plot=5/moose.cage=.block=Ridge/plot=5/moose.cage=/trap.type=bait.block=Ridge/plot=5/moose.cage=/trap.type=bait/trap.num=15 minutes
30,edi.100.1.ev_2,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2003-06-01,NA,NA,block=Ridge.block=Ridge/plot=5.block=Ridge/plot=5/moose.cage=.block=Ridge/plot=5/moose.cage=/trap.type=bait.block=Ridge/plot=5/moose.cage=/trap.type=bait/trap.num=15 minutes
31,edi.100.1.ev_2,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2003-06-01,NA,NA,block=Ridge.block=Ridge/plot=5.block=Ridge/plot=5/moose.cage=.block=Ridge/plot=5/moose.cage=/trap.type=hand.block=Ridge/plot=5/moose.cage=/trap.type=hand/trap.num=
32,edi.100.1.ev_2,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2003-06-01,NA,NA,block=Ridge.block=Ridge/plot=5.block=Ridge/plot=5/moose.cage=.block=Ridge/plot=5/moose.cage=/trap.type=hand.block=Ridge/plot=5/moose.cage=/trap.type=hand/trap.num=
33,edi.100.1.ev_2,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2003-06-01,NA,NA,block=Ridge.block=Ridge/plot=5.block=Ridge/plot=5/moose.cage=.block=Ridge/plot=5/moose.cage=/trap.type=hand.block=Ridge/plot=5/moose.cage=/trap.type=hand/trap.num=
34,edi.100.1.ev_2,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2003-06-01,NA,NA,block=Ridge.block=Ridge/plot=5.block=Ridge/plot=5/moose.cage=.block=Ridge/plot=5/moose.cage=/trap.type=litter.block=Ridge/plot=5/moose.cage=/trap.type=litter/trap.num=1
35,edi.100.1.ev_2,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2003-06-01,NA,NA,block=Ridge.block=Ridge/plot=5.block=Ridge/plot=5/moose.cage=.block=Ridge/plot=5/moose.cage=/trap.type=litter.block=Ridge/plot=5/moose.cage=/trap.type=litter/trap.num=2
36,edi.100.1.ev_2,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2003-06-01,NA,NA,block=Ridge.block=Ridge/plot=5.block=Ridge/plot=5/moose.cage=.block=Ridge/plot=5/moose.cage=/trap.type=litter.block=Ridge/plot=5/moose.cage=/trap.type=litter/trap.num=2
37,edi.100.1.ev_2,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2003-06-01,NA,NA,block=Ridge.block=Ridge/plot=5.block=Ridge/plot=5/moose.cage=.block=Ridge/plot=5/moose.cage=/trap.type=pitfall.block=Ridge/plot=5/moose.cage=/trap.type=pitfall/trap.num=1
38,edi.100.1.ev_2,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2003-06-01,NA,NA,block=Ridge.block=Ridge/plot=5.block=Ridge/plot=5/moose.cage=.block=Ridge/plot=5/moose.cage=/trap.type=pitfall.block=Ridge/plot=5/moose.cage=/trap.type=pitfall/trap.num=10
39,edi.100.1.ev_2,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2003-06-01,NA,NA,block=Ridge.block=Ridge/plot=5.block=Ridge/plot=5/moose.cage=.block=Ridge/plot=5/moose.cage=/trap.type=pitfall.block=Ridge/plot=5/moose.cage=/trap.type=pitfall/trap.num=12
40,edi.100.1.ev_2,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2003-06-01,NA,NA,block=Ridge.block=Ridge/plot=5.block=Ridge/plot=5/moose.cage=.block=Ridge/plot=5/moose.cage=/trap.type=pitfall.block=Ridge/plot=5/moose.cage=/trap.type=pitfall/trap.num=15
41,edi.100.1.ev_2,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2003-06-01,NA,NA,block=Ridge.block=Ridge/plot=5.block=Ridge/plot=5/moose.cage=.block=Ridge/plot=5/moose.cage=/trap.type=pitfall.block=Ridge/plot=5/moose.cage=/trap.type=pitfall/trap.num=18
42,edi.100.1.ev_2,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2003-06-01,NA,NA,block=Ridge.block=Ridge/plot=5.block=Ridge/plot=5/moose.cage=.block=Ridge/plot=5/moose.cage=/trap.type=pitfall.block=Ridge/plot=5/moose.cage=/trap.type=pitfall/trap.num=23
43,edi.100.1.ev_2,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2003-06-01,NA,NA,block=Ridge.block=Ridge/plot=5.block=Ridge/plot=5/moose.cage=.block=Ridge/plot=5/moose.cage=/trap.type=pitfall.block=Ridge/plot=5/moose.cage=/trap.type=pitfall/trap.num=8
44,edi.100.1.ev_2,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2003-06-01,NA,NA,block=Ridge.block=Ridge/plot=5.block=Ridge/plot=5/moose.cage=.block=Ridge/plot=5/moose.cage=/trap.type=pitfall.block=Ridge/plot=5/moose.cage=/trap.type=pitfall/trap.num=9
45,edi.100.1.ev_3,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2003-06-01,NA,NA,block=Ridge.block=Ridge/plot=6.block=Ridge/plot=6/moose.cage=.block=Ridge/plot=6/moose.cage=/trap.type=bait.block=Ridge/plot=6/moose.cage=/trap.type=bait/trap.num=1 hour
46,edi.100.1.ev_3,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2003-06-01,NA,NA,block=Ridge.block=Ridge/plot=6.block=Ridge/plot=6/moose.cage=.block=Ridge/plot=6/moose.cage=/trap.type=bait.block=Ridge/plot=6/moose.cage=/trap.type=bait/trap.num=1 hour
47,edi.100.1.ev_3,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2003-06-01,NA,NA,block=Ridge.block=Ridge/plot=6.block=Ridge/plot=6/moose.cage=.block=Ridge/plot=6/moose.cage=/trap.type=bait.block=Ridge/plot=6/moose.cage=/trap.type=bait/trap.num=15 minutes
48,edi.100.1.ev_3,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2003-06-01,NA,NA,block=Ridge.block=Ridge/plot=6.block=Ridge/plot=6/moose.cage=.block=Ridge/plot=6/moose.cage=/trap.type=bait.block=Ridge/plot=6/moose.cage=/trap.type=bait/trap.num=15 minutes
49,edi.100.1.ev_3,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2003-06-01,NA,NA,block=Ridge.block=Ridge/plot=6.block=Ridge/plot=6/moose.cage=.block=Ridge/plot=6/moose.cage=/trap.type=hand.block=Ridge/plot=6/moose.cage=/trap.type=hand/trap.num=
50,edi.100.1.ev_3,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2003-06-01,NA,NA,block=Ridge.block=Ridge/plot=6.block=Ridge/plot=6/moose.cage=.block=Ridge/plot=6/moose.cage=/trap.type=hand.block=Ridge/plot=6/moose.cage=/trap.type=hand/trap.num=
51,edi.100.1.ev_3,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2003-06-01,NA,NA,block=Ridge.block=Ridge/plot=6.block=Ridge/plot=6/moose.cage=.block=Ridge/plot=6/moose.cage=/trap.type=litter.block=Ridge/plot=6/moose.cage=/trap.type=litter/trap.num=1
52,edi.100.1.ev_3,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2003-06-01,NA,NA,block=Ridge.block=Ridge/plot=6.block=Ridge/plot=6/moose.cage=.block=Ridge/plot=6/moose.cage=/trap.type=litter.block=Ridge/plot=6/moose.cage=/trap.type=litter/trap.num=1
53,edi.100.1.ev_3,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2003-06-01,NA,NA,block=Ridge.block=Ridge/plot=6.block=Ridge/plot=6/moose.cage=.block=Ridge/plot=6/moose.cage=/trap.type=litter.block=Ridge/plot=6/moose.cage=/trap.type=litter/trap.num=3
54,edi.100.1.ev_3,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2003-06-01,NA,NA,block=Ridge.block=Ridge/plot=6.block=Ridge/plot=6/moose.cage=.block=Ridge/plot=6/moose.cage=/trap.type=pitfall.block=Ridge/plot=6/moose.cage=/trap.type=pitfall/trap.num=14
55,edi.100.1.ev_3,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2003-06-01,NA,NA,block=Ridge.block=Ridge/plot=6.block=Ridge/plot=6/moose.cage=.block=Ridge/plot=6/moose.cage=/trap.type=pitfall.block=Ridge/plot=6/moose.cage=/trap.type=pitfall/trap.num=20
56,edi.100.1.ev_3,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2003-06-01,NA,NA,block=Ridge.block=Ridge/plot=6.block=Ridge/plot=6/moose.cage=.block=Ridge/plot=6/moose.cage=/trap.type=pitfall.block=Ridge/plot=6/moose.cage=/trap.type=pitfall/trap.num=23
57,edi.100.1.ev_3,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2003-06-01,NA,NA,block=Ridge.block=Ridge/plot=6.block=Ridge/plot=6/moose.cage=.block=Ridge/plot=6/moose.cage=/trap.type=pitfall.block=Ridge/plot=6/moose.cage=/trap.type=pitfall/trap.num=24
58,edi.100.1.ev_3,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2003-06-01,NA,NA,block=Ridge.block=Ridge/plot=6.block=Ridge/plot=6/moose.cage=.block=Ridge/plot=6/moose.cage=/trap.type=pitfall.block=Ridge/plot=6/moose.cage=/trap.type=pitfall/trap.num=25
59,edi.100.1.ev_4,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2003-06-01,NA,NA,block=Ridge.block=Ridge/plot=7.block=Ridge/plot=7/moose.cage=.block=Ridge/plot=7/moose.cage=/trap.type=bait.block=Ridge/plot=7/moose.cage=/trap.type=bait/trap.num=1 hour
60,edi.100.1.ev_4,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2003-06-01,NA,NA,block=Ridge.block=Ridge/plot=7.block=Ridge/plot=7/moose.cage=.block=Ridge/plot=7/moose.cage=/trap.type=bait.block=Ridge/plot=7/moose.cage=/trap.type=bait/trap.num=1 hour
61,edi.100.1.ev_4,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2003-06-01,NA,NA,block=Ridge.block=Ridge/plot=7.block=Ridge/plot=7/moose.cage=.block=Ridge/plot=7/moose.cage=/trap.type=bait.block=Ridge/plot=7/moose.cage=/trap.type=bait/trap.num=15 minutes
62,edi.100.1.ev_4,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2003-06-01,NA,NA,block=Ridge.block=Ridge/plot=7.block=Ridge/plot=7/moose.cage=.block=Ridge/plot=7/moose.cage=/trap.type=bait.block=Ridge/plot=7/moose.cage=/trap.type=bait/trap.num=15 minutes
63,edi.100.1.ev_4,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2003-06-01,NA,NA,block=Ridge.block=Ridge/plot=7.block=Ridge/plot=7/moose.cage=.block=Ridge/plot=7/moose.cage=/trap.type=bait.block=Ridge/plot=7/moose.cage=/trap.type=bait/trap.num=15 minutes
64,edi.100.1.ev_4,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2003-06-01,NA,NA,block=Ridge.block=Ridge/plot=7.block=Ridge/plot=7/moose.cage=.block=Ridge/plot=7/moose.cage=/trap.type=hand.block=Ridge/plot=7/moose.cage=/trap.type=hand/trap.num=
65,edi.100.1.ev_4,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2003-06-01,NA,NA,block=Ridge.block=Ridge/plot=7.block=Ridge/plot=7/moose.cage=.block=Ridge/plot=7/moose.cage=/trap.type=hand.block=Ridge/plot=7/moose.cage=/trap.type=hand/trap.num=
66,edi.100.1.ev_4,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2003-06-01,NA,NA,block=Ridge.block=Ridge/plot=7.block=Ridge/plot=7/moose.cage=.block=Ridge/plot=7/moose.cage=/trap.type=hand.block=Ridge/plot=7/moose.cage=/trap.type=hand/trap.num=
67,edi.100.1.ev_4,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2003-06-01,NA,NA,block=Ridge.block=Ridge/plot=7.block=Ridge/plot=7/moose.cage=.block=Ridge/plot=7/moose.cage=/trap.type=hand.block=Ridge/plot=7/moose.cage=/trap.type=hand/trap.num=
68,edi.100.1.ev_4,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2003-06-01,NA,NA,block=Ridge.block=Ridge/plot=7.block=Ridge/plot=7/moose.cage=.block=Ridge/plot=7/moose.cage=/trap.type=litter.block=Ridge/plot=7/moose.cage=/trap.type=litter/trap.num=1
69,edi.100.1.ev_4,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2003-06-01,NA,NA,block=Ridge.block=Ridge/plot=7.block=Ridge/plot=7/moose.cage=.block=Ridge/plot=7/moose.cage=/trap.type=litter.block=Ridge/plot=7/moose.cage=/trap.type=litter/trap.num=1
70,edi.100.1.ev_4,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2003-06-01,NA,NA,block=Ridge.block=Ridge/plot=7.block=Ridge/plot=7/moose.cage=.block=Ridge/plot=7/moose.cage=/trap.type=litter.block=Ridge/plot=7/moose.cage=/trap.type=litter/trap.num=1
71,edi.100.1.ev_4,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2003-06-01,NA,NA,block=Ridge.block=Ridge/plot=7.block=Ridge/plot=7/moose.cage=.block=Ridge/plot=7/moose.cage=/trap.type=litter.block=Ridge/plot=7/moose.cage=/trap.type=litter/trap.num=2
72,edi.100.1.ev_4,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2003-06-01,NA,NA,block=Ridge.block=Ridge/plot=7.block=Ridge/plot=7/moose.cage=.block=Ridge/plot=7/moose.cage=/trap.type=litter.block=Ridge/plot=7/moose.cage=/trap.type=litter/trap.num=2
73,edi.100.1.ev_4,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2003-06-01,NA,NA,block=Ridge.block=Ridge/plot=7.block=Ridge/plot=7/moose.cage=.block=Ridge/plot=7/moose.cage=/trap.type=litter.block=Ridge/plot=7/moose.cage=/trap.type=litter/trap.num=2
74,edi.100.1.ev_4,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2003-06-01,NA,NA,block=Ridge.block=Ridge/plot=7.block=Ridge/plot=7/moose.cage=.block=Ridge/plot=7/moose.cage=/trap.type=pitfall.block=Ridge/plot=7/moose.cage=/trap.type=pitfall/trap.num=11
75,edi.100.1.ev_4,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2003-06-01,NA,NA,block=Ridge.block=Ridge/plot=7.block=Ridge/plot=7/moose.cage=.block=Ridge/plot=7/moose.cage=/trap.type=pitfall.block=Ridge/plot=7/moose.cage=/trap.type=pitfall/trap.num=12
76,edi.100.1.ev_4,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2003-06-01,NA,NA,block=Ridge.block=Ridge/plot=7.block=Ridge/plot=7/moose.cage=.block=Ridge/plot=7/moose.cage=/trap.type=pitfall.block=Ridge/plot=7/moose.cage=/trap.type=pitfall/trap.num=13
77,edi.100.1.ev_4,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2003-06-01,NA,NA,block=Ridge.block=Ridge/plot=7.block=Ridge/plot=7/moose.cage=.block=Ridge/plot=7/moose.cage=/trap.type=pitfall.block=Ridge/plot=7/moose.cage=/trap.type=pitfall/trap.num=14
78,edi.100.1.ev_4,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2003-06-01,NA,NA,block=Ridge.block=Ridge/plot=7.block=Ridge/plot=7/moose.cage=.block=Ridge/plot=7/moose.cage=/trap.type=pitfall.block=Ridge/plot=7/moose.cage=/trap.type=pitfall/trap.num=2
79,edi.100.1.ev_4,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2003-06-01,NA,NA,block=Ridge.block=Ridge/plot=7.block=Ridge/plot=7/moose.cage=.block=Ridge/plot=7/moose.cage=/trap.type=pitfall.block=Ridge/plot=7/moose.cage=/trap.type=pitfall/trap.num=20
80,edi.100.1.ev_4,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2003-06-01,NA,NA,block=Ridge.block=Ridge/plot=7.block=Ridge/plot=7/moose.cage=.block=Ridge/plot=7/moose.cage=/trap.type=pitfall.block=Ridge/plot=7/moose.cage=/trap.type=pitfall/trap.num=21
81,edi.100.1.ev_4,Dataset name,See methods in doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d,2003-06-01,NA,NA,block=Ridge.block=Ridge/plot=7.block=Ridge/plot=7/moose.cage=.block=Ridge/plot=7/moose.cage=/trap.type=pitfall.block=Ridge/plot=7/moose.cage=/trap.type=pitfall/trap.num=25
