id	element	context	subject	predicate_label	predicate_uri	object_label	object_uri
/extendedmeasurementorfact.csv/measurementType	/dataTable/attribute	extendedmeasurementorfact.csv	measurementType	contains measurements of type	http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#containsMeasurementsOfType	measurementType	http://rs.tdwg.org/dwc/terms/measurementType
/extendedmeasurementorfact.csv/measurementTypeID	/dataTable/attribute	extendedmeasurementorfact.csv	measurementTypeID	contains measurements of type	http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#containsMeasurementsOfType		
/extendedmeasurementorfact.csv/measurementValue	/dataTable/attribute	extendedmeasurementorfact.csv	measurementValue	contains measurements of type	http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#containsMeasurementsOfType	measurementValue	http://rs.tdwg.org/dwc/terms/measurementValue
/extendedmeasurementorfact.csv/measurementUnit	/dataTable/attribute	extendedmeasurementorfact.csv	measurementUnit	contains measurements of type	http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#containsMeasurementsOfType	measurementUnit	http://rs.tdwg.org/dwc/terms/measurementUnit
/occurrence.csv	/dataTable	dataset	occurrence.csv	is about	http://purl.obolibrary.org/obo/IAO_0000136		
/occurrence.csv/id	/dataTable/attribute	occurrence.csv	id	contains measurements of type	http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#containsMeasurementsOfType		
/occurrence.csv/eventID	/dataTable/attribute	occurrence.csv	eventID	contains measurements of type	http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#containsMeasurementsOfType	eventID	http://rs.tdwg.org/dwc/terms/eventID
/occurrence.csv/occurrenceID	/dataTable/attribute	occurrence.csv	occurrenceID	contains measurements of type	http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#containsMeasurementsOfType	occurrenceID	http://rs.tdwg.org/dwc/terms/occurrenceID
/occurrence.csv/basisOfRecord	/dataTable/attribute	occurrence.csv	basisOfRecord	contains measurements of type	http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#containsMeasurementsOfType	basisOfRecord	http://rs.tdwg.org/dwc/terms/basisOfRecord
/occurrence.csv/scientificName	/dataTable/attribute	occurrence.csv	scientificName	contains measurements of type	http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#containsMeasurementsOfType	scientificName	http://rs.tdwg.org/dwc/terms/scientificName
/occurrence.csv/taxonID	/dataTable/attribute	occurrence.csv	taxonID	contains measurements of type	http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#containsMeasurementsOfType	taxonID	http://rs.tdwg.org/dwc/terms/taxonID
/occurrence.csv/nameAccordingTo	/dataTable/attribute	occurrence.csv	nameAccordingTo	contains measurements of type	http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#containsMeasurementsOfType	nameAccordingTo	http://rs.tdwg.org/dwc/terms/nameAccordingTo
/occurrence.csv/scientificNameID	/dataTable/attribute	occurrence.csv	scientificNameID	contains measurements of type	http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#containsMeasurementsOfType	scientificNameID	http://rs.tdwg.org/dwc/terms/scientificNameID
/meta.xml	/otherEntity	dataset	meta.xml	is about	http://purl.obolibrary.org/obo/IAO_0000136		
